time,lat,lon,depth,chla_acs
4/28/2019,26.91625,-158.001749,6,0.082819
4/28/2019,26.919388,-158.001702,6,0.083343
4/28/2019,26.922578,-158.001603,6,0.08137
4/28/2019,26.925769,-158.001471,6,0.081093
4/28/2019,26.928971,-158.00142,6,0.077628
4/28/2019,26.932179,-158.001298,6,0.082454
4/28/2019,26.935392,-158.00114,6,0.081133
4/28/2019,26.938598,-158.001114,6,0.081148
4/28/2019,26.941789,-158.001007,6,0.078832
4/28/2019,26.944969,-158.000718,6,0.079067
4/28/2019,26.948145,-158.000509,6,0.077681
4/28/2019,26.951367,-158.000327,6,0.077836
4/28/2019,26.954524,-158.000134,6,0.078591
4/28/2019,26.957733,-158.000114,6,0.078613
4/28/2019,26.960909,-158.000017,6,0.078757
4/28/2019,26.964063,-158.000018,6,0.079412
4/28/2019,26.967221,-158.00002,6,0.079534
4/28/2019,26.970386,-157.999915,6,0.078467
4/28/2019,26.973537,-157.999934,6,0.08252
4/28/2019,26.976687,-157.999875,6,0.078883
4/28/2019,27.011706,-157.999642,6,0.082904
4/28/2019,27.014885,-157.9996,6,0.083312
4/28/2019,27.018111,-157.99954,6,0.082949
4/28/2019,27.021318,-157.999424,6,0.083098
4/28/2019,27.024518,-157.999341,6,0.082238
4/28/2019,27.027734,-157.999158,6,0.084788
4/28/2019,27.030949,-157.998889,6,0.083614
4/28/2019,27.034173,-157.998691,6,0.083614
4/28/2019,27.037381,-157.998391,6,0.082839
4/28/2019,27.040586,-157.998063,6,0.081612
4/28/2019,27.043811,-157.997848,6,0.081074
4/28/2019,27.047018,-157.99762,6,0.076254
4/28/2019,27.05022,-157.997404,6,0.0761
4/28/2019,27.053437,-157.997279,6,0.080399
4/28/2019,27.056658,-157.997176,6,0.081198
4/28/2019,27.059873,-157.997135,6,0.081928
4/28/2019,27.063101,-157.99714,6,0.082035
4/28/2019,27.066274,-157.997176,6,0.081569
4/28/2019,27.0691,-157.997157,6,0.081542
4/28/2019,27.071132,-157.997462,6,0.084404
4/28/2019,27.072045,-157.998149,6,0.080863
4/28/2019,27.072309,-157.998371,6,0.078716
4/28/2019,27.072398,-157.998278,6,0.079664
4/28/2019,27.072502,-157.998226,6,0.079513
4/28/2019,27.072597,-157.998231,6,0.083773
4/28/2019,27.072651,-157.99825,6,0.083852
4/28/2019,27.072688,-157.998259,6,0.079564
4/28/2019,27.072716,-157.998245,6,0.078192
4/28/2019,27.072765,-157.99825,6,0.077506
4/28/2019,27.072803,-157.998248,6,0.074487
4/28/2019,27.072844,-157.998243,6,0.074942
4/28/2019,27.07287,-157.998255,6,0.074693
4/28/2019,27.072897,-157.99825,6,0.074384
4/28/2019,27.072933,-157.998245,6,0.077736
4/28/2019,27.072962,-157.99825,6,0.074441
4/28/2019,27.072992,-157.998248,6,0.079241
4/28/2019,27.073026,-157.998243,6,0.07808
4/28/2019,27.073054,-157.998253,6,0.076284
4/28/2019,27.073091,-157.998263,6,0.076477
4/28/2019,27.073121,-157.998253,6,0.076233
4/28/2019,27.073151,-157.998252,6,0.078638
4/28/2019,27.07318,-157.998248,6,0.076949
4/28/2019,27.073199,-157.998253,6,0.078314
4/28/2019,27.073223,-157.998257,6,0.076019
4/28/2019,27.073246,-157.998251,6,0.076196
4/28/2019,27.073272,-157.998256,6,0.075671
4/28/2019,27.073305,-157.998252,6,0.077859
4/28/2019,27.073332,-157.998263,6,0.078244
4/28/2019,27.073366,-157.99826,6,0.074768
4/28/2019,27.073408,-157.998249,6,0.074289
4/28/2019,27.073847,-157.998281,6,0.080027
4/28/2019,27.073833,-157.998297,6,0.079951
4/28/2019,27.073813,-157.998306,6,0.080896
4/28/2019,27.073779,-157.998366,6,0.079339
4/28/2019,27.073596,-157.998993,6,0.077275
4/28/2019,27.073438,-157.999797,6,0.080437
4/28/2019,27.07372,-158.000497,6,0.077359
4/28/2019,27.074183,-158.000822,6,0.077111
4/28/2019,27.074728,-158.000812,6,0.077745
4/28/2019,27.075446,-158.000646,6,0.07806
4/28/2019,27.076373,-158.000466,6,0.077912
4/28/2019,27.077529,-158.000274,6,0.077743
4/28/2019,27.079029,-158.000066,6,0.075245
4/28/2019,27.081167,-157.999892,6,0.079391
4/28/2019,27.08425,-157.999798,6,0.075265
4/28/2019,27.087483,-157.999895,6,0.074988
4/28/2019,27.090707,-157.999974,6,0.070563
4/28/2019,27.093925,-158.000021,6,0.078649
4/28/2019,27.097117,-158.00009,6,0.077127
4/28/2019,27.100316,-158.000209,6,0.077203
4/28/2019,27.103521,-158.000314,6,0.07403
4/28/2019,27.106727,-158.000286,6,0.074297
4/28/2019,27.10992,-158.00021,6,0.081407
4/28/2019,27.113104,-158.000163,6,0.078226
4/28/2019,27.116286,-158.000148,6,0.07898
4/28/2019,27.119484,-158.00021,6,0.079736
4/28/2019,27.122678,-158.000218,6,0.079072
4/28/2019,27.125902,-158.000138,6,0.080209
4/28/2019,27.129135,-158.00007,6,0.079995
4/28/2019,27.132355,-158.000014,6,0.079311
4/28/2019,27.135563,-158.000023,6,0.079672
4/28/2019,27.138776,-158.000122,6,0.079616
4/28/2019,27.14201,-158.000119,6,0.076101
4/28/2019,27.14523,-158.000152,6,0.074296
4/28/2019,27.148455,-158.000146,6,0.076307
4/28/2019,27.151674,-158.000185,6,0.074299
4/28/2019,27.154879,-158.000342,6,0.074461
4/28/2019,27.1581,-158.000415,6,0.075001
4/28/2019,27.161323,-158.000368,6,0.074192
4/28/2019,27.164565,-158.000292,6,0.076606
4/28/2019,27.167798,-158.000238,6,0.076519
4/28/2019,27.171063,-158.00019,6,0.076267
4/28/2019,27.174318,-158.000128,6,0.075674
4/28/2019,27.177588,-158.00005,6,0.072749
4/28/2019,27.180849,-158.000021,6,0.075845
4/28/2019,27.184106,-158.000021,6,0.077959
4/28/2019,27.187368,-157.999965,6,0.076273
4/28/2019,27.19062,-157.999967,6,0.076868
4/28/2019,27.193861,-157.999929,6,0.075596
4/28/2019,27.1971,-157.999854,6,0.077981
4/28/2019,27.232683,-157.999821,6,0.073154
4/28/2019,27.235895,-157.999897,6,0.073207
4/28/2019,27.239105,-157.999922,6,0.07288
4/28/2019,27.242285,-157.999886,6,0.072853
4/28/2019,27.245483,-157.999919,6,0.07298
4/28/2019,27.248675,-158.000027,6,0.071321
4/28/2019,27.251886,-158.000076,6,0.072534
4/28/2019,27.255098,-158.000078,6,0.076779
4/28/2019,27.258306,-158.000107,6,0.072386
4/28/2019,27.261515,-158.000112,6,0.072333
4/28/2019,27.264724,-158.000119,6,0.077203
4/28/2019,27.267944,-158.000145,6,0.077337
4/28/2019,27.271153,-158.000139,6,0.074038
4/28/2019,27.274375,-158.000162,6,0.073102
4/28/2019,27.277611,-158.000173,6,0.073483
4/28/2019,27.280859,-158.000215,6,0.072189
4/28/2019,27.284122,-158.00018,6,0.071811
4/28/2019,27.28739,-158.000209,6,0.071768
4/28/2019,27.290668,-158.000231,6,0.071302
4/28/2019,27.293979,-158.000275,6,0.072135
4/28/2019,27.297251,-158.000292,6,0.074149
4/28/2019,27.300517,-158.000201,6,0.074389
4/28/2019,27.303785,-158.000081,6,0.071646
4/28/2019,27.307074,-157.999957,6,0.075844
4/28/2019,27.310367,-157.999817,6,0.076052
4/28/2019,27.313659,-157.999732,6,0.070799
4/28/2019,27.316945,-157.999799,6,0.074696
4/28/2019,27.320221,-157.999858,6,0.074462
4/28/2019,27.323512,-157.999871,6,0.075846
4/28/2019,27.326805,-157.999964,6,0.075145
4/28/2019,27.330088,-158.000022,6,0.074289
4/28/2019,27.333385,-158.000018,6,0.079609
4/28/2019,27.336661,-158.00011,6,0.073938
4/28/2019,27.339941,-158.000149,6,0.073828
4/28/2019,27.343204,-158.000205,6,0.074718
4/28/2019,27.34648,-158.000288,6,0.074976
4/28/2019,27.349741,-158.00035,6,0.074788
4/28/2019,27.35304,-158.000414,6,0.071657
4/28/2019,27.356249,-158.000316,6,0.070463
4/28/2019,27.359512,-158.000088,6,0.075857
4/28/2019,27.362792,-157.999895,6,0.070773
4/28/2019,27.366084,-157.999796,6,0.075322
4/28/2019,27.369359,-157.999788,6,0.073819
4/28/2019,27.372636,-157.999874,6,0.073488
4/28/2019,27.375978,-157.999892,6,0.07432
4/28/2019,27.379195,-157.999886,6,0.071049
4/28/2019,27.382468,-157.999831,6,0.073416
4/28/2019,27.385724,-157.999855,6,0.074109
4/28/2019,27.388918,-157.999897,6,0.073378
4/28/2019,27.392231,-157.999883,6,0.074712
4/28/2019,27.428273,-157.999953,6,0.074845
4/28/2019,27.431504,-157.999943,6,0.078639
4/28/2019,27.434733,-157.999977,6,0.079211
4/28/2019,27.437948,-158.000084,6,0.079974
4/28/2019,27.441168,-158.000137,6,0.080441
4/28/2019,27.444393,-158.000078,6,0.080211
4/28/2019,27.447627,-158.000056,6,0.080557
4/28/2019,27.450865,-158.000086,6,0.080073
4/28/2019,27.454107,-158.000085,6,0.07981
4/28/2019,27.457352,-158.000037,6,0.079176
4/28/2019,27.46062,-158.000018,6,0.080357
4/28/2019,27.46388,-158.00006,6,0.082169
4/28/2019,27.467144,-158.000013,6,0.080167
4/28/2019,27.470411,-158.000051,6,0.080861
4/28/2019,27.473685,-158.000117,6,0.076637
