mass_feature,fc_hNH4,fc_h,mean_overall,ave_control,ave_hNH4,ave_h,n_control,n_hNH4,n_h,RT,mz,MS2,add_annotation,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds
HILICNeg_250,1.1170477693821685,0.17492586643444902,30483915.556697827,39900872,44571180.06400343,6979694.6060900465,3,3,3,3.61,274.09366,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_251,0.6336414407052465,0.015737852033346714,3642512.135253072,6625241.661434571,4198027.671371823,104267.07295282143,3,3,3,12.013,274.10461,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_254,0.8226528688033152,0.15251800874598584,3908819.684185122,5936933.956369894,4884035.751103509,905489.3450819637,3,3,3,12.264,276.98825,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_256,1.029561713288804,0.8542941450050368,559220.8607957821,581742.8695551698,598940.1854727658,496979.5273594104,3,3,3,11.138,278.00061,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_257,0.4601796634638545,0.15596463949064288,1629328.0898916433,3024472.6666666665,1391800.8139022933,471710.78910596995,3,3,3,8.336,278.05521,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_259,0.3996105410085069,0.20623105451753251,510171.2358006801,953091.3333333334,380865.34334385255,196557.03072485444,3,3,1,8.36,280.05246,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_260,0.19643030343192017,0.14678714452278815,1617276.9395421867,3612096.3333333335,709525.178781993,530209.3065112332,3,3,3,6.053,281.03583,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_261,0.6004202248604404,0.6207868113239897,864629.4907062675,1167783.2952368823,701160.708714395,724944.4681675254,3,3,3,13.128,282.0202,NA,[M-H]-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_263,0.6478707084806378,0.2034417610294783,465557.0330697124,754422.1314399273,488768.0007894585,153480.96697975136,3,3,3,13.8,282.9527,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_264,0.5488923905260135,0.04657887819772302,520590.2203127471,978877.3333333334,537298.3195250627,45595.008079845255,3,3,2,11.14,284.09912,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_273,0.7434105311084476,0.3498306885436395,429471.1322056644,615511.1912191074,457577.5015673898,215324.7038304961,3,3,3,14.529,290.96756,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_274,4.165232054668489,1.3745075596450484,1871944.6237176175,858724.383897712,3576786.329936199,1180323.1573189418,3,3,3,10.007,292.01648,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_276,0.8171217603356725,1.6401542913543736,2479054.774393905,2151163,1757762.0973289663,3528239.2258527484,3,3,3,14.22,294.99377,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_279,1.330206821816148,0.33714576120929785,1183988.610695422,1331644.6632103832,1771362.8152375186,448958.3536383637,3,3,3,10.461,298.98987,NA,[M-H]-,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
HILICNeg_281,17.14420320505064,5882.946130107486,32981193.87288377,16767,287456.8551390841,98639357.76351222,1,3,3,4.252,299.87515,50.3279:5750 51.58427:7368 53.90731:6183 61.34919:7053 61.93173:6706 76.46703:7504 97.70358:8057 126.35505:7435 126.90411:102630 130.20837:7165 137.58174:6872 227.2164:13292,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_282,1.0654247654711109,0.2977692064150634,4043893.848612109,5133595.333333333,5469459.604040256,1528626.6084627393,3,3,3,8.309,300.00879,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_283,0.7489024742276434,1.447953026804866,3249561.013639737,3049460.020251342,2283748.15422451,4415474.866443358,3,3,3,11.842,300.04883,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_284,0.7743323094115195,0.090275461810684507,1727408.2090284852,2779257.228821178,2152068.6684417627,250898.7298225151,3,3,3,11.662,301.06558,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_285,0.9585791050578694,0.3659220599635037,1236836.59311482,1596260.6666666667,1530142.1212924113,584106.9913853824,3,3,3,4.725,302.06638,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_29,0.9326645774499084,0.23244431784111655,23668275.20279844,32795036.666666668,30586769.01517092,7623019.926557738,3,3,3,8.318,116.0705,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_290,1.0669420099442595,3.9368301796202836,1089777.2579134742,544546.2736615842,580999.2957281475,2143786.204350691,3,3,3,10.697,305.02814,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_291,0.8037316257688093,0.26552271265942745,3202618.2990954397,4643148.364538044,3731845.1837159498,1232861.3490323254,3,3,3,11.669,305.99588,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_293,2.6999036028435306,3.0593644896084493,5159220.90887484,2289843,6182355.365646038,7005464.36097848,3,2,2,11.231,306.07666,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_294,NA,NA,1465198.5044504576,NA,1831027.2475943775,1099369.7613065375,0,3,3,4.163,306.96878,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_296,NA,NA,55676865.5622562,NA,10767785.547270428,100585945.57724199,0,3,3,4.321,312.87039,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_297,0.6773877565360698,0.02586488659108954,586434.4033401859,1032907.9582641891,699679.2045568314,26716.047199537097,3,3,2,12.06,313.04431,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_298,0.5810258590960925,NA,351049.4007278373,444078,258020.80145567458,NA,3,3,0,10.849,313.11386,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_301,498.33103426732777,2114.9146623608003,85257709.7870055,97838.21378798266,48755818.26783333,206919472.87939516,3,3,3,4.316,316.73898,62.93098:7298 64.97737:9158 65.81864:6960 67.22753:6656 76.33903:6684 90.42822:7137 102.05642:6845 123.95325:8305 144.84041:6802 162.28973:6805 164.00603:8185 191.55229:7112 216.39873:27645 216.41397:72321 216.42561:10186 287.78705:7771 293.05716:6892,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_305,1361.4367120477518,5692.780913296617,37382895.34738833,15895.850701939326,21641194.714850225,90491595.47661282,2,3,3,4.343,318.7373,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_306,0.9790489906045585,0.009305023747008027,2034385.5407394057,3069451.7063695784,3005143.5948305754,28561.321018063238,3,3,2,10.886,319.02765,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_308,1.1753774716229042,2.065161860858223,21509350.159514148,15216944.218458002,17885653.421317935,31425452.838766508,3,3,3,11.341,320.0112,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_310,0.9841208856442661,0.7639477434045434,9223731.133376092,10069324,9909432.052719064,7692437.347409211,3,3,3,9.089,320.05786,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_311,2.716048524844001,2.4521868378710745,1376450.6308631708,669454.3333333334,1818270.4545004242,1641627.104755755,3,3,2,10.424,321.04984,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_312,NA,12.012104472584582,1144175.5219654439,175863.25476807015,NA,2112487.7891628174,3,0,3,9.714,321.13022,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_315,NA,NA,5852841.946577102,NA,2434205.5975304367,9271478.295623768,0,3,3,5.648,322.15616,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_318,0.7220912790896645,0.2600905295985766,779782.8352955657,1180188.6666666667,852203.9438804591,306955.89533957135,3,3,3,8.23,324.00241,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_319,0.6676008125630739,1.7049650651212005,2956933.8843271313,2630282.6911930945,1755978.8619110987,4484540.099877201,3,3,3,9.153,325.043,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_320,0.7763507757737296,0.003165616872017769,4778104.330756518,8055173.333333333,6253640.066325192,25499.592611027612,3,3,1,10.811,325.12546,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_321,0.7645557831054501,0.9143425295344249,1547415.846073459,1732894.2708712793,1324894.336304939,1584458.9310441583,3,3,3,11.302,326.10983,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_322,75.26512428274307,4646.079445262319,18859470.09590646,11981,901751.4540315447,55664677.833687834,1,3,3,4.277,327.90649,60.01038:6747 65.38969:7014 67.99055:7169 78.35836:6815 88.17626:6063 99.56041:7742 126.90417:86394 127.93592:6596 137.72385:7220 143.47171:6313 155.05804:6543 216.67882:91625 222.40335:8032 251.1566:8116 274.18466:8481,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_323,0.4086418908947866,0.10701317659326338,12282648.728532253,24311564.666666668,9934723.75599755,2601657.7629325427,3,3,3,4.705,329.0853,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_324,0.9556404441888168,3.2738612634582513,2566541.7280403622,1472343.946816572,1407031.4233345045,4820249.813970011,3,3,3,10.728,330.06815,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_325,0.9748558257149644,0.9619893031514373,9403171.878678646,9605380.739611754,9363861.372220833,9240273.524203349,3,3,3,11.071,331.02728,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_327,NA,NA,5169297.321494564,NA,383123.57718905667,9955471.06580007,0,3,3,10.02,334.02692,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_328,0.28370412022076696,0.16986348646301117,3785802.780454369,7813471,2216713.9159254762,1327223.4254376304,3,3,2,4.691,334.07059,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_330,0.7664941130027808,0.17843590997282313,14100463.633066842,21749569.598644182,16670917.057705019,3880904.242851324,3,3,3,11.03,337.12582,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_331,1.334046556646556,1.1451259943471426,945513.3396512821,815291.5606740149,1087636.8991801662,933611.559099665,3,2,3,2.261,339.07864,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_332,NA,NA,663069.8609139945,NA,21227.142896443533,1304912.5789315456,0,1,3,9.806,340.12573,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_334,1.3583171296170513,0.08191179934879499,1518352.6888184547,1866651.940883993,2535505.306335643,152900.81923572836,3,3,3,14.239,344.02982,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
HILICNeg_337,5.772918552111111,16.81582209496032,2090929.8184222751,265923.0329044971,1535152.010088025,4471714.412274303,3,3,3,10.739,345.04962,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_339,0.9150899540217659,0.8832716070546929,1871464.9251370386,2006315,1835958.7011031792,1772121.0743079362,3,3,3,4.654,350.07138,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_34,3.8640575965447916,44.554359259415435,199273189.1398328,12097100.746103665,46743894.034149535,538978572.6392452,3,3,3,5.231,122.02378,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_340,1.2842596172324312,2.4543687360769018,904234.5183159589,572465.9865029078,735194.9487048105,1405042.6197401586,3,3,3,11.05,353.00934,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_343,0.9786597256578146,0.048847110104141764,764654.3866789833,1131420.6786261497,1107275.850947846,55266.63046295432,3,3,1,10.96,361.00757,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_344,1.34513823194638,0.5056347337433332,1731334.2882956425,1821963,2450792.0884917225,921247.7763952046,3,3,3,11.339,361.10187,NA,[M-H]-,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_346,9.10027093685903,237.81836266352977,1293385.1388609088,15650.92288640559,142427.63867817863,3722076.8550181426,1,3,3,4.277,364.90298,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_348,5.172673440854234,12.298520718094323,4113250.7882523774,668053.8496087983,3455624.404931859,8216074.110216475,3,3,3,10.701,366.99722,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_349,1.1882075510726315,0.8891655239517166,1285246.3617442015,1252931.9621742964,1488743.2184357478,1114063.9046225606,3,3,3,12.503,368.05185,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_350,NA,NA,967781.4794907832,NA,97798.02100007748,1837764.9379814889,0,2,3,4.341,368.93387,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_351,1.1628132756799607,NA,659708.6631191806,610046.8038895098,709370.5223488514,NA,3,3,0,10.52,369.01663,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_352,NA,23.26668198958045,182712.80029546085,15058.737768427796,NA,350366.86282249395,2,0,3,9.75,371.15002,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_353,0.9983412446622403,0.7516203367895337,679901.8915325231,741721.5165314263,740491.1820067486,557492.9760593943,3,3,3,14.176,371.53891,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_354,0.8043788849895723,1.3888701048833334,952795.6019057411,895134.3333333334,720027.1569625508,1243225.3154213394,3,3,3,14.302,372.97131,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_355,1.221247782582301,NA,633278.542180757,570200.7197454956,696356.3646160185,NA,3,3,0,10.525,377.00305,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_356,90.31117823957098,84.7614439667102,2298079.31203934,39155.64980932099,3536192.869015811,3318889.417292888,1,3,3,4.245,378.84778,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_357,197.03420758170515,3797.995128887195,20204955.63903507,15168.774253961725,2988767.415115119,57610930.72773612,1,3,3,4.388,380.71396,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_358,0.15661828453402077,0.07305669388044543,2340041.651262162,5708927.218181005,894122.3874410882,417075.3481643926,3,3,3,6.107,381.00671,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_360,0.871428427041881,NA,2830134.321982009,3024571.2644811426,2635697.379482875,NA,3,3,0,10.622,383.10001,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_361,3.4018029878094564,1.7677358638570453,1175673.138466833,571682.8275500345,1944752.3508390656,1010584.2370113985,3,3,3,11.717,383.9733,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_362,1.5743785253606752,2.8359576087808973,2038247.7541040021,1130196.5553905827,1779357.1862435401,3205189.5206778836,3,3,3,11.281,388.01367,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_365,55.978701080050655,48.50381366319352,10750898.51633342,305763.43034205056,17116239.66832854,14830692.450329673,3,3,3,4.486,394.00165,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_366,1.1162408823569172,1.9891842606712784,4339846.118593087,3171300.8768139277,3539935.688954044,6308301.7900112895,3,3,3,11.43,397.98929,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_367,0.7371532004936265,NA,3808019.321312747,4384206.666666667,3231831.9759588274,NA,3,3,0,10.627,398.09885,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_368,68.74108612392202,183.63743534841592,4159010.8534505484,49242.66069534942,3384993.979830084,9042795.919826211,2,3,3,4.483,398.98691,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_369,0.8392955430391156,NA,12004159.852325987,13052997.271434914,10955322.43321706,NA,3,3,0,10.641,399.09509,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_37,39.25345265620787,395.75700163673054,3545252.0906469002,24393.351506188774,957523.268474418,9653839.651960094,2,3,3,4.33,126.53474,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_370,1.4778106101373218,1.2748159649433146,1990143.794234781,1591000.6666666667,2351197.6659355527,2028233.0501021235,3,3,2,13.633,402.99536,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_371,0.9771302879359685,0.7706776168314179,2539258.2158041936,2772309.7506910544,2708907.824940443,2136557.071781084,3,3,3,4.731,404.03397,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_372,1.0575749178273604,1.0071932364119547,879679.3817219258,861089,910666.1284170438,867283.0167487337,3,3,3,11.042,409.0043,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_373,9.34214805317909,236.43852186866602,702867.7415806134,8544.442420914209,79823.44612804451,2020235.3361928817,1,3,3,9.806,412.00433,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_374,1.1037307999502999,0.7910959990295162,1365952.0951860808,1415579.0899139089,1562418.2413035962,1119858.954340737,3,3,3,9.157,412.09085,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_375,1.039602635983045,0.41685238790559426,901008.439897323,1100376.4748002598,1143954.283776081,458694.5611156283,3,3,3,9.143,414.08777,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_376,NA,NA,2863022.870970855,NA,NA,2863022.870970855,0,0,3,9.834,416.43884,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_377,0.9640231396194081,2.1997270698354434,413797.9372243278,298143.2000541444,287416.9437723736,655833.6678464655,3,2,3,9.154,417.07666,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_378,2.0595513574485844,1.0233791782685575,287786.04633590096,211455.50517088562,435503.47271467367,216399.16112214362,3,3,3,9.866,419.00909,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_38,NA,NA,9532561.115966316,NA,2110950.9146325323,16954171.3173001,0,3,3,4.285,126.87865,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_382,0.9194978931965742,1.3146285085118297,1032050.7003862399,957338,880270.2740770219,1258543.827081698,3,3,3,12.008,429.12439,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_384,0.5281410521023404,2.887956764916828,584233.0581554384,396888.6666666667,209613.1979808284,1146197.30981882,3,3,3,10.801,433.09946,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_385,NA,NA,422556.7464750857,NA,650492.7037854164,194620.78916475494,0,3,3,4.361,433.91968,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_387,NA,NA,11114753.898275211,NA,3608537.9390134774,18620969.857536945,0,3,3,4.353,438.80707,NA,[M-H]-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_388,1.3670604883741073,5.3780223362294945,7911435.270517268,3064435.3777800356,4189268.524138868,16480601.9096329,3,3,3,10.847,441.03702,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_389,1.761905578139526,7.427029194004875,2793532.4325411827,822519.4767695756,1449201.6542487196,6108876.166605253,3,3,3,10.581,441.03802,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_390,NA,NA,31069677.187016424,NA,18385352.96530217,43754001.40873068,0,3,3,4.41,443.64377,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_392,4.810475801925784,0.7701317981399883,8263798.912371615,3767341.595761926,18122705.584001213,2901349.557351705,3,3,3,10.79,447.13629,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
HILICNeg_393,24.7531134429677,36.42659224502683,692744.1010699471,33423,827323.3106043094,1217485.9926055318,1,3,3,10.799,454.12033,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_394,0.8151848730382177,0.008592339766235964,44562182.95504347,73302017.33333333,59754695.69331857,629835.838478518,3,3,3,10.695,463.13104,57.19331:6424 59.55214:6629 88.414:6554 92.15784:6985 95.06512:6535 107.7326:6577 118.68797:6963 160.73744:6875 167.66228:6637 184.99451:7205 195.0506:75723 207.41388:8178 227.24274:8978 244.63208:7215 267.07272:8804 280.8797:6787,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_395,0.8654761464208643,0.8049807696499245,735639.3714756386,826419.6666666666,715246.5084330819,665251.9393271673,3,3,3,11.576,465.14188,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_396,1.1792403401670646,NA,1259227.4193407656,1155657.2225018842,1362797.616179647,NA,3,3,0,10.673,470.12061,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_397,0.9799942261038683,0.020634144394547256,4376112.70044079,6562107.333333333,6430827.297740519,135403.47024851743,3,3,1,10.682,471.1167,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_398,1.0861823566436157,0.0060629016641977895,1981057.6936182426,2840571.8962706625,3085379.0765068927,17222.10807717287,3,3,3,8.964,474.17352,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_40,82.44680141789837,1110.772776720723,6808222923.368305,17102942.493992575,1410082903.4639413,18997482924.14698,3,3,3,4.281,126.90396,51.23857:7792 52.38636:7333 55.1305:8351 55.91564:7460 59.56837:8770 61.01197:6845 61.63656:7985 68.07795:7170 79.1843:8276 79.75154:9485 82.51614:7363 124.04727:8864 126.9041:11499153,[M-H]-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_400,0.8768051745563149,NA,694031.9217899761,739588.6703627064,648475.1732172456,NA,3,3,0,10.557,485.11252,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
HILICNeg_401,NA,NA,6935706.597763745,NA,NA,6935706.597763745,0,0,3,4.278,485.84021,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_403,4.0541229981540905,2.513108566752111,2950781.40706722,1169825.998487386,4742618.484306283,2939899.7384079914,3,3,3,11.407,487.36627,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_408,0.5245060533330899,2.1903633092172545,1245559.942845054,1005871.1259687055,527585.494443557,2203223.2081228998,3,3,3,10.712,509.09085,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HILICNeg_409,1.0280081227297773,8.633693164920789,1133189.7946968423,318858.0595508001,327788.6752160776,2752922.6493236492,3,3,3,10.889,519.01392,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_410,2.2719526040878604,8.469743832305538,297782.302752896,76083.29112390937,172857.63139654067,644405.985738238,3,3,3,10.548,519.01489,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_411,0.4960902894627422,NA,996131.6025769529,1331646.3713358792,660616.8338180266,NA,3,3,0,9.503,520.07574,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_412,5.780508793092617,32.827753120454396,938211.4877786506,71061.80194120754,410773.37097415613,2332799.290420588,3,3,3,11.533,522.1842,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_415,0.5456934799867724,1.4000849708400256,2193781.109825883,2234161,1219167.0909407274,3128015.2385369223,3,3,2,4.674,538.17145,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_416,0.9074699672261849,1.1834139098554401,1704928.4482159712,1654796.992722105,1501678.5727515179,1958309.7791742906,3,3,2,11.14,540.0542,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_417,1.072654960239021,5.092988116289587,893206.1674974957,373953.6666666667,401123.2554495695,1904541.580376251,3,3,3,10.736,543.13696,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_419,4.5694721670671665,11.505082224868689,3162255.118012794,555608.37116305,2538836.9878190802,6392319.995056251,3,3,3,10.719,558.1358,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_421,3.174420501153744,6.1363774697004905,1160023.1995762696,337517,1071420.8842879082,2071131.7144409004,3,3,3,11.482,568.20459,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_422,0.8569482249872595,0.7165444528083358,2637984.961406405,3075180.649434821,2635270.599048338,2203503.6357360566,3,3,3,15.438,579.02698,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_424,1.2089860589340011,4.769791869794918,969451.5080309889,416742.6666666667,503836.0741629795,1987775.7832633206,3,3,3,10.708,613.12891,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_425,308.31413285046125,4082.6950786988837,11525703.69166592,7872.731911416048,2427274.512432393,32141963.830653954,1,3,3,4.331,648.25659,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_43,0.7699971079017753,1.6060766134191122,890070.3393312072,790922.0113087171,609007.6612835674,1270281.3454013371,3,3,3,14.448,126.99091,NA,[M-H]-,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
HILICNeg_45,59.06161899073067,606.0927307305286,3483992.447926908,15690.023412973542,926678.184772687,9509609.135595063,1,3,3,4.28,127.27446,NA,NA,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
HILICNeg_53,0.8454861635230883,0.1020783908172365,4802053.062146721,7397012.414471565,6254071.64784422,755075.1241243787,3,3,3,11.538,131.08153,NA,[M-H]-,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_55,0.6891936450406027,0.15572296334383398,5071334.241885531,8246444.666666667,5683397.258445637,1284160.8005442887,3,3,3,13.238,132.02913,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
HILICNeg_57,0.35358518866376404,0.3363410012552907,8830416.009343281,15675979.333333334,5542794.110065933,5272474.584630578,3,3,3,2.915,133.9908,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
