mass_feature,replicate_name,adjusted_area,sample_fraction,z,sample_set,treatment,RT,mz,dat_type,MS2,add_annotation,pseudo_ID,adduct_group_ID,nm_theroetical,scaled_area,high_homarine_compound,low_homarine_compound,high_homarine_NH4_compound,low_homarine_NH4_compound,high_both_compound,low_both_compounds,row_id
HILICNeg_351,211202_Smp_OBi1_3,801585.4411253977,Particulate,-1,OBi1_set2,Glucose + NH4,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,801585.4411253977,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_4,0,Particulate,-1,OBi1_set2,Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_5,0,Particulate,-1,OBi1_set2,Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_6,0,Particulate,-1,OBi1_set2,Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_7,434350.48223262664,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,498274.75463754096,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_8,443326.94366272434,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,508572.3007427155,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_351,211202_Smp_OBi1_9,977416.1279891864,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.52,369.01663,nontargeted,NA,NA,NA,NA,NA,1121264.5116662981,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,515
HILICNeg_352,211202_Smp_OBi1_1,13213.59938971366,Particulate,-1,OBi1_set2,Glucose + NH4,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,13213.59938971366,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_2,16903.876147141935,Particulate,-1,OBi1_set2,Glucose + NH4,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,16903.876147141935,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_3,0,Particulate,-1,OBi1_set2,Glucose + NH4,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_4,37956.81926644504,Particulate,-1,OBi1_set2,Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,70720.69473219001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_5,355957.96747796936,Particulate,-1,OBi1_set2,Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,663216.6562427031,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_6,170226.09476695646,Particulate,-1,OBi1_set2,Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,317163.2374925887,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_7,0,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_8,0,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_352,211202_Smp_OBi1_9,0,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,9.75,371.15002,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516
HILICNeg_353,211202_Smp_OBi1_1,843153.8696077912,Particulate,-1,OBi1_set2,Glucose + NH4,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,843153.8696077912,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_2,604499.4023855419,Particulate,-1,OBi1_set2,Glucose + NH4,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,604499.4023855419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_3,777511.277600946,Particulate,-1,OBi1_set2,Glucose + NH4,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,777511.277600946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_4,590659.0689745025,Particulate,-1,OBi1_set2,Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,1100508.9603140927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_5,135215.82482153503,Particulate,-1,OBi1_set2,Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,251932.51845047632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_6,171768.72585723278,Particulate,-1,OBi1_set2,Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,320037.44941361394,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_7,554668.3751481926,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,636300.0844653117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_8,1022539.1992913868,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,1173028.4401095833,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_353,211202_Smp_OBi1_9,359270.4369395261,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.176,371.53891,nontargeted,NA,NA,NA,NA,NA,412145.02144535107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,517
HILICNeg_354,211202_Smp_OBi1_1,901754,Particulate,-1,OBi1_set2,Glucose + NH4,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,901754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_2,908801,Particulate,-1,OBi1_set2,Glucose + NH4,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,908801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_3,874848,Particulate,-1,OBi1_set2,Glucose + NH4,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,874848,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_4,652765,Particulate,-1,OBi1_set2,Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,1216223.9931855502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_5,866217,Particulate,-1,OBi1_set2,Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,1613925.2237868262,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_6,482789,Particulate,-1,OBi1_set2,Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,899526.7292916419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_7,806828,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,925570.5707249233,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_8,587010,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,673401.4941489849,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_354,211202_Smp_OBi1_9,489124,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,14.302,372.97131,nontargeted,NA,NA,NA,NA,NA,561109.4060137444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,518
HILICNeg_355,211202_Smp_OBi1_1,507276.3057696489,Particulate,-1,OBi1_set2,Glucose + NH4,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,507276.3057696489,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_2,520506.7833021679,Particulate,-1,OBi1_set2,Glucose + NH4,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,520506.7833021679,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_3,682819.0701646701,Particulate,-1,OBi1_set2,Glucose + NH4,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,682819.0701646701,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_4,0,Particulate,-1,OBi1_set2,Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_5,0,Particulate,-1,OBi1_set2,Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_6,0,Particulate,-1,OBi1_set2,Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_7,543329.3565150567,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,623292.2786532524,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_8,432111.9137766298,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,495706.73136191856,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_355,211202_Smp_OBi1_9,845618.6166179741,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.525,377.00305,nontargeted,NA,NA,NA,NA,NA,970070.0838328843,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,519
HILICNeg_356,211202_Smp_OBi1_1,0,Particulate,-1,OBi1_set2,Glucose + NH4,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_2,39155.64980932099,Particulate,-1,OBi1_set2,Glucose + NH4,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,39155.64980932099,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_3,0,Particulate,-1,OBi1_set2,Glucose + NH4,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_4,1408389.947542383,Particulate,-1,OBi1_set2,Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,2624095.4186612098,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_5,1366818.4788742815,Particulate,-1,OBi1_set2,Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,2546639.9521057014,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_6,2568679.3671585578,Particulate,-1,OBi1_set2,Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,4785932.881111752,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_7,2791877.0370254503,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,3202763.442212533,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_8,2826375.3607752067,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,3242338.9566990347,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_356,211202_Smp_OBi1_9,3629338.797393754,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.245,378.84778,nontargeted,NA,NA,NA,NA,NA,4163476.2081358647,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,520
HILICNeg_357,211202_Smp_OBi1_1,0,Particulate,-1,OBi1_set2,Glucose + NH4,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_2,0,Particulate,-1,OBi1_set2,Glucose + NH4,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_3,15168.774253961725,Particulate,-1,OBi1_set2,Glucose + NH4,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,15168.774253961725,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_4,35187525.02977275,Particulate,-1,OBi1_set2,Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,65560978.60949455,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_5,25523998.17151972,Particulate,-1,OBi1_set2,Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,47556010.16939694,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_6,32050334.9939027,Particulate,-1,OBi1_set2,Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,59715803.40431689,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_7,2787100.2060319013,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,3197283.594972532,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_8,2337199.282271434,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,2681169.807678777,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_357,211202_Smp_OBi1_9,2691704.970807222,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.388,380.71396,nontargeted,NA,NA,NA,NA,NA,3087848.8426940483,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,521
HILICNeg_358,211202_Smp_OBi1_1,6661120.280778321,Particulate,-1,OBi1_set2,Glucose + NH4,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,6661120.280778321,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_2,4216524.96343594,Particulate,-1,OBi1_set2,Glucose + NH4,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,4216524.96343594,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_3,6249136.410328752,Particulate,-1,OBi1_set2,Glucose + NH4,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,6249136.410328752,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_4,466424.605185248,Particulate,-1,OBi1_set2,Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,869036.7832809602,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_5,158440.79308933223,Particulate,-1,OBi1_set2,Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,295205.00341561384,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_6,46685.70868420407,Particulate,-1,OBi1_set2,Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,86984.25779660366,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_7,1232162.9466303852,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,1413502.9544571938,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_8,653812.9962643512,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,750036.0276288969,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_358,211202_Smp_OBi1_9,452267.08394211344,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,6.107,381.00671,nontargeted,NA,NA,NA,NA,NA,518828.1802371741,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,522
HILICNeg_360,211202_Smp_OBi1_1,2366538.1237776433,Particulate,-1,OBi1_set2,Glucose + NH4,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,2366538.1237776433,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_2,3596462.3414002215,Particulate,-1,OBi1_set2,Glucose + NH4,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,3596462.3414002215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_3,3110713.3282655636,Particulate,-1,OBi1_set2,Glucose + NH4,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,3110713.3282655636,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_4,0,Particulate,-1,OBi1_set2,Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_5,0,Particulate,-1,OBi1_set2,Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_6,0,Particulate,-1,OBi1_set2,Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_7,1961002.532654748,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,2249607.3925821553,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_8,2164333.5204324075,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,2482863.0287319054,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_360,211202_Smp_OBi1_9,2767345.6479781256,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,10.622,383.10001,nontargeted,NA,NA,NA,NA,NA,3174621.717134564,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,523
HILICNeg_361,211202_Smp_OBi1_1,578883.534816219,Particulate,-1,OBi1_set2,Glucose + NH4,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,578883.534816219,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_2,629044.1875156901,Particulate,-1,OBi1_set2,Glucose + NH4,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,629044.1875156901,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_3,507120.76031819446,Particulate,-1,OBi1_set2,Glucose + NH4,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,507120.76031819446,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_4,565733.879604669,Particulate,-1,OBi1_set2,Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,1054068.64359018,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_5,600156.1815140558,Particulate,-1,OBi1_set2,Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,1118203.8675725826,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_6,461295.4487105589,Particulate,-1,OBi1_set2,Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,859480.1998714331,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_7,1778593.131147721,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,2040352.4164801228,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_8,1807971.742756941,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,2074054.740041342,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_361,211202_Smp_OBi1_9,1499208.2676090638,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.717,383.9733,nontargeted,NA,NA,NA,NA,NA,1719849.8959957322,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,524
HILICNeg_362,211202_Smp_OBi1_1,1093823.6858761034,Particulate,-1,OBi1_set2,Glucose + NH4,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,1093823.6858761034,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_2,1073222.4835376695,Particulate,-1,OBi1_set2,Glucose + NH4,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,1073222.4835376695,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_3,1223543.4967579748,Particulate,-1,OBi1_set2,Glucose + NH4,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,1223543.4967579748,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_4,1808087.758584997,Particulate,-1,OBi1_set2,Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,3368807.6318064784,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_5,1432728.993536797,Particulate,-1,OBi1_set2,Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,2669443.6400113935,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_6,1919997.906661464,Particulate,-1,OBi1_set2,Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,3577317.2902157786,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_7,2197177.745052143,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,2520541.0068465793,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_8,1332507.7152462692,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,1528615.6733477928,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_362,211202_Smp_OBi1_9,1123558.4260259597,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,11.281,388.01367,nontargeted,NA,NA,NA,NA,NA,1288914.878536248,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,525
HILICNeg_365,211202_Smp_OBi1_1,454652.82213545823,Particulate,-1,OBi1_set2,Glucose + NH4,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,454652.82213545823,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_2,176757.47022744082,Particulate,-1,OBi1_set2,Glucose + NH4,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,176757.47022744082,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_3,285879.9986632526,Particulate,-1,OBi1_set2,Glucose + NH4,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,285879.9986632526,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_4,11498388.148634491,Particulate,-1,OBi1_set2,Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,21423660.198279083,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_5,8814970.640439216,Particulate,-1,OBi1_set2,Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,16423948.575870903,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_6,3566182.3437638977,Particulate,-1,OBi1_set2,Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,6644468.5768390335,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_7,17038606.276085746,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,19546213.73491493,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_8,15435501.385110471,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,17707176.53135742,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_365,211202_Smp_OBi1_9,12287021.924963975,Particulate,-1,OBi1_set2,Glucose + NH4 + Homarine,4.486,394.00165,nontargeted,NA,NA,NA,NA,NA,14095328.738713272,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,526
HILICNeg_366,211202_Smp_OBi1_1,3082983.2696217573,Particulate,-1,OBi1_set2,Glucose + NH4,11.43,397.98929,nontargeted,NA,NA,NA,NA,NA,3082983.2696217573,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527
HILICNeg_366,211202_Smp_OBi1_2,3166801.6757704653,Particulate,-1,OBi1_set2,Glucose + NH4,11.43,397.98929,nontargeted,NA,NA,NA,NA,NA,3166801.6757704653,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527
HILICNeg_366,211202_Smp_OBi1_3,3264117.685049561,Particulate,-1,OBi1_set2,Glucose + NH4,11.43,397.98929,nontargeted,NA,NA,NA,NA,NA,3264117.685049561,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527
HILICNeg_366,211202_Smp_OBi1_4,4228618.688883696,Particulate,-1,OBi1_set2,Homarine,11.43,397.98929,nontargeted,NA,NA,NA,NA,NA,7878712.105356712,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527
HILICNeg_366,211202_Smp_OBi1_5,3107325.6661854004,Particulate,-1,OBi1_set2,Homarine,11.43,397.98929,nontargeted,NA,NA,NA,NA,NA,5789532.266368383,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527
