mass_feature,sample_fraction,med_pvalue_h,med_pvalue_hNH4,med_fc_h,med_fc_hNH4,med_pvalue_cmb,med_qvalue_h,med_qvalue_hNH4,med_qvalue_cmb,core_metabolite
HILICPos_380,Particulate,0.4040783884383735,0.4059129752723034,2.596909311182042,1.7570061775927188,0.1640206608942577,0.46199051362797133,0.6116464582683339,0.19161008814264485,non-core
HILICPos_381,Particulate,0.4733363587973851,0.7064354348047286,1.858734910584898,0.9143848931912075,0.33438157643591776,0.5038453044681231,0.745354248408328,0.34306681218750007,non-core
HILICPos_383,Particulate,0.39829236068632334,0.37471185536871865,3.5828824570326634,1.8878447091215078,0.1492448694519591,0.45894639237684093,0.6075997707499129,0.1783038894019625,non-core
HILICPos_384,Particulate,0.001162165173717432,0.06419212952239528,0.06113066992498125,3.9483746112489286,7.460185735768642e-5,0.09445051726811608,0.27046283905435875,0.0017479148536070548,non-core
HILICPos_386,Particulate,0.02771398399493851,0.047776395825144015,27793.76071839772,20.134014981332715,0.0013240742692338884,0.09776877687103308,0.23406730357744973,0.006516368158191825,non-core
HILICPos_388,Particulate,0.04241412573855831,0.056818024551961915,55.78564960433696,2.934775591587088,0.0024098868375634058,0.12023647251778806,0.25467369870099243,0.009343855713742775,non-core
HILICPos_389,Particulate,0.0499958362085829,0.05339949287575384,0.4183024172040035,0.6394173256514613,0.0026697522994375785,0.1268550540866823,0.24987393828922239,0.010103493732003291,non-core
HILICPos_39,Dissolved,0.6086971674175253,0.7199509692901487,0.6841897863853345,1.5551239831219728,0.4382321156864153,0.6234237117905299,0.7520810125477255,0.44243242350449596,non-core
HILICPos_390,Particulate,0.6255699130174481,0.48581327697321797,0.9946937174839526,0.8895408358667176,0.3039101694188574,0.6365975877661532,0.6202706889839874,0.3164270627227642,non-core
HILICPos_391,Particulate,0.4221750250550319,0.14195818304293012,0.7074006899582215,0.47679924919524247,0.05993119948291583,0.4719738396301853,0.4372653820141025,0.08687274787431835,non-core
HILICPos_393,Particulate,0.4144157347677626,0.3346768498059881,0.561488695262564,0.5021234722280745,0.1386953526221087,0.4677972253996615,0.6014064082849468,0.16792234263826186,non-core
HILICPos_394,Particulate,0.17606572026864536,0.13814392705590434,1.026694588327387,1.3589153706233301,0.024322410017837002,0.261219000865864,0.4324952680331369,0.045749295033550554,non-core
HILICPos_395,Particulate,0.07106551688805943,0.2736072024919529,4.087351187494835,1.2768932740657797,0.019444037269386576,0.1521242193128486,0.5632565210909258,0.039786674812715805,non-core
HILICPos_396,Particulate,0.2424808479896327,0.2048818902561677,0.9498116621665258,1.2383092300146872,0.049679934487034415,0.32484248623083706,0.5074008175661061,0.07422628509646749,non-core
HILICPos_398,Particulate,0.15669906463523559,0.4586737392244331,1.2551784273626572,0.8808412911125814,0.07187374590921464,0.24151433505673447,0.6139432157079329,0.10005332029652786,non-core
HILICPos_4,Dissolved,0.41732345649796077,0.6895474057207964,1.7300037805919315,0.6925069051163397,0.28776430677460446,0.468198577519797,0.7387934739114329,0.3026073908178869,non-core
HILICPos_400,Particulate,0.010607514957850804,0.010423246326831385,7.101159743048741e-4,0.018899402985097683,1.1056474132122737e-4,0.09445051726811608,0.11919104412964113,0.0018885653112166404,non-core
HILICPos_401,Particulate,0.09149414297757476,0.24846805620043988,3.5623154716738403,1.4206474244707255,0.022733371859363128,0.17671213377800027,0.5382041000558174,0.043670185456284184,non-core
HILICPos_403,Particulate,0.021146631605230823,0.015877365560515142,21.51504501606663,5.145906388218933,3.357528003697929e-4,0.09599687235402066,0.12388265474377247,0.003170969804114904,non-core
HILICPos_404,Particulate,0.30664767591869935,0.4129709535654409,1.0749543722991506,0.9167088471571445,0.12663658313277157,0.3818064200164198,0.6116464582683339,0.15678699376060615,non-core
HILICPos_405,Particulate,0.07163014421187675,0.3561579925188543,4.427586830834264,1.442238504562142,0.025511648366338055,0.1521242193128486,0.6061971428019474,0.04720675508873323,non-core
HILICPos_406,Particulate,0.4155322686410184,0.3014421870785279,1.5575904550009816,0.7775050600214135,0.12525895586085098,0.4677972253996615,0.5839756626559923,0.1555278194578739,non-core
HILICPos_407,Particulate,0.4961575483893693,0.33926669497134043,1.072096018330519,0.788777796061553,0.16832973162714424,0.5242263614430108,0.602765879086233,0.19555954115506463,non-core
HILICPos_409,Particulate,0.37332153164364423,0.46040699089097226,0.7633629463804461,0.8597777359579853,0.1718798430188591,0.43899846776613716,0.6139432157079329,0.19822638829912217,non-core
HILICPos_41,Dissolved,0.4736939319172748,0.46703430086061504,1.6780581617748442,0.5226859941087614,0.22123131431490023,0.5038453044681231,0.6139432157079329,0.24106584594313266,non-core
HILICPos_41,Particulate,0.24772116596551289,0.2495155084119533,0.7393747291571191,0.8149002049772414,0.06181027267028681,0.3297755563691838,0.5382041000558174,0.08898426498319194,non-core
HILICPos_410,Particulate,0.5982096470368696,0.38836882741347145,0.9246573575926158,1.0876185569901042,0.23232597916713568,0.6136722550378226,0.6075997707499129,0.25056317207104056,non-core
HILICPos_414,Particulate,0.020601746352750725,0.009029676675459777,30.04811890483674,6.260252453644437,1.8602710851517174e-4,0.09599687235402066,0.11889074289355372,0.002426040222302617,non-core
HILICPos_416,Particulate,0.012671316620425296,0.4028804347569423,0.010987364955986739,0.8475839701596417,0.005105025548979812,0.09445051726811608,0.6116464582683339,0.015437206444761918,non-core
HILICPos_417,Particulate,0.021201720122952045,0.6145653952420288,12.93399688397463,1.0514589466230808,0.013029843507172898,0.09599687235402066,0.6935809460588611,0.02951563117037015,non-core
HILICPos_418,Particulate,0.5555971531570228,0.5871171314386558,0.8640830113029574,0.9988439787876182,0.3262006067970348,0.578367528286409,0.6758798307271958,0.33576349103538433,non-core
HILICPos_43,Particulate,0.3513154054400378,0.6353072772359931,1.75239940765786,0.9371004916616059,0.22319323368116942,0.4243849275942905,0.6982855638489525,0.24236791011425957,non-core
HILICPos_44,Particulate,0.010682910046777735,0.0028621392360961362,183.9160325076824,64.17259699242085,3.0575976000568164e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICPos_45,Dissolved,0.026442584288954876,0.2112565651206731,11.89404749544036,1.4654798178530353,0.005586169529798483,0.09776877687103308,0.5135159582933284,0.016420740199221587,non-core
HILICPos_48,Particulate,0.09931759437378616,0.36104256804501095,2.773846938728986,1.5507215043048075,0.03585787932476449,0.18520618844186446,0.6075997707499129,0.059237996025830776,non-core
HILICPos_5,Particulate,0.22218121077007996,0.02976535234929282,0.7155025513016627,3.5946620153080824,0.006613302023963923,0.30589443223601054,0.1664752449978147,0.01833160911905789,non-core
HILICPos_50,Dissolved,0.12519877645515437,0.3851587118203173,2.801640260834243,1.2455689027436327,0.048221399460947126,0.21314000817432446,0.6075997707499129,0.07238936926203939,non-core
HILICPos_52,Dissolved,0.04163747676437517,0.5372856746109056,0.4826387293095662,1.1342228504953642,0.02237121979244322,0.11909818804224429,0.6454984106068009,0.04315810312621041,non-core
HILICPos_52,Particulate,0.02358944065201668,0.02279031036005906,4.41404065778307,4.3396245840355725,5.37610673679654e-4,0.09776877687103308,0.14260867472829036,0.004012256761521201,non-core
HILICPos_54,Dissolved,0.09490353637837856,0.08228643923837042,19.88966617216461,3.88485044082527,0.007809274079705925,0.1791032656357659,0.3250314349915632,0.020650465348845792,non-core
HILICPos_55,Dissolved,0.08579497201240724,0.531096162301034,2.2939074647774653,1.1377834449200825,0.0455653803805141,0.17240445325278037,0.6430129781115966,0.06922432788578103,non-core
HILICPos_55,Particulate,0.18599622276652222,0.009750375782927884,1.2466598388363184,1.787436364185107,0.0018135330661787582,0.2693998094238189,0.11919104412964113,0.00801505522954528,non-core
HILICPos_56,Particulate,0.13556989896432337,0.017602436509213767,1.6592876197593585,4.715356264532224,0.0023863605390800273,0.22304946658644362,0.126488581708794,0.009309752226534428,non-core
HILICPos_57,Dissolved,0.024072002134356327,0.09830749369719743,272.5888449394754,3.5967156692866675,0.0023664581981021576,0.09776877687103308,0.3633352983428583,0.009289450814910333,non-core
HILICPos_59,Dissolved,0.13037965354196046,0.5089865943321463,4.408118113337189,1.0725096918775807,0.06636149582652762,0.21960498673513235,0.6292975138956001,0.09382654443482205,non-core
HILICPos_6,Dissolved,0.025263741173130436,0.11573923735115813,12.010803836284808,1.3919646031639248,0.0029240061360151694,0.09776877687103308,0.3998982545886787,0.01055983930263764,non-core
HILICPos_6,Particulate,0.03224450708578079,0.0203434988670603,4.0657285260638245,4.1922556887196265,6.559660933684994e-4,0.10554258762613815,0.13369158417635665,0.0042739234124628,non-core
HILICPos_60,Dissolved,0.14405053137040738,0.24920995288624354,72.8882683665099,3.5734129870436773,0.03589882613605757,0.22982936537740878,0.5382041000558174,0.059237996025830776,non-core
HILICPos_61,Dissolved,0.33418991538820214,0.36466829541677614,7.378346493542702,2.2570328185298436,0.12186846679009232,0.40864754279116466,0.6075997707499129,0.15221516010145916,non-core
HILICPos_61,Particulate,0.010560034867750758,0.038324996960499506,869.8661617406703,32.85547780629459,4.047133042093166e-4,0.09445051726811608,0.19533385547609425,0.0034103841101371744,non-core
HILICPos_63,Dissolved,0.09945718150972564,0.7335324231082261,0.05779104658619699,0.9217924272418397,0.07295506734834371,0.18520618844186446,0.7637438079149899,0.10101293864046561,non-core
HILICPos_63,Particulate,0.23539999950188423,0.17341161053907383,1.1693063938004706,0.8945035684828045,0.040821093034518925,0.31939957197371044,0.4752959540645766,0.06401719800946888,non-core
HILICPos_64,Dissolved,0.1138465861431135,0.24710771589804925,2.3035853580287573,1.4208777737553873,0.028132369864615283,0.19952472356777745,0.5382041000558174,0.05042361424386345,non-core
HILICPos_65,Dissolved,0.10407140989380165,0.13337254667104304,78.40708748502405,2.5196769841690942,0.01388026897318231,0.1877424581891024,0.4278753781527878,0.0311075531597561,non-core
HILICPos_65,Particulate,0.053057228280055685,0.01214392345994453,2.0139284209585515,3.3856887240448468,6.443229192298006e-4,0.1310074753598277,0.11919104412964113,0.004264092535718467,non-core
HILICPos_66,Dissolved,0.20006644592401357,0.6555067342095307,73.5489009061928,1.4031491608645759,0.1311449025925578,0.2823159848038858,0.713046912255462,0.16093898725921657,non-core
HILICPos_66,Particulate,0.09841684052118167,0.019046450127758508,2.9213857531321517,1.6150253172053644,0.0018744914447182495,0.1843501289998536,0.12943394065315458,0.008108601808817551,non-core
HILICPos_67,Dissolved,0.053640856052842835,0.7093647355995472,2.2078404409131807,1.107908872949797,0.038050931671258226,0.1310074753598277,0.7459542643908715,0.06182053680266118,non-core
HILICPos_7,Dissolved,0.013280477543087248,0.0068381350382659654,858.475894565486,71.7392838808326,9.081369881228922e-5,0.09445051726811608,0.1119903253001749,0.0017508200399612276,non-core
HILICPos_70,Dissolved,0.5452560008460605,0.9139790356366873,2.0912580659163296,0.9733238080451443,0.4983525538283991,0.5694696719362639,0.9168805563847402,0.5007294340533358,non-core
HILICPos_70,Particulate,0.11824638839645163,0.20923500227536745,0.854706800004937,0.8542769268100072,0.02474128334518554,0.2033301449750399,0.5105657198379623,0.0459896796298743,non-core
HILICPos_71,Dissolved,0.5451620655938346,0.9187438759093889,2.0942677810871855,0.9302980682070833,0.5008643091424482,0.5694696719362639,0.9187438759093889,0.5024543545682972,non-core
HILICPos_73,Particulate,0.015913173285300373,0.016592806422590718,9.805755364508993,3.933534284770646,2.6404420389213105e-4,0.09518718497595488,0.126488581708794,0.002979927443925479,non-core
HILICPos_74,Particulate,0.0870269260287391,0.4472098742073207,1.7178524224456924,1.0138419587056018,0.038919300641962216,0.1732354170164556,0.6116464582683339,0.06232424717700968,non-core
HILICPos_78,Dissolved,0.27162218028567803,0.7041649996799528,0.47798321628226836,0.9446474297248768,0.19126683249393256,0.35128326778290336,0.745354248408328,0.21432737258185353,non-core
HILICPos_78,Particulate,0.017994577340582817,0.3229071567955135,0.126899853109059,0.7854282832375645,0.0058105778067845705,0.09599687235402066,0.5990138639131325,0.016901212274277648,non-core
HILICPos_79,Dissolved,0.13104760943271554,0.22558003700293164,22.071431185052255,1.532748695384526,0.029561724584977706,0.22014611637506448,0.5293458145785994,0.05161052468979533,non-core
HILICPos_8,Dissolved,0.28077600750897036,0.6776615709716727,0.3029481240074877,1.2063649823327656,0.19027111033968303,0.3601874035721135,0.733359782284413,0.21359030503495502,non-core
HILICPos_8,Particulate,0.025527448452777976,0.012368503582120962,6.001905330459358,3.8618605778009822,3.157363376305926e-4,0.09776877687103308,0.11919104412964113,0.003170969804114904,non-core
HILICPos_80,Dissolved,0.07857613293201365,0.37587232387505254,3.1045634882316264,1.3154216758138497,0.029534593686271017,0.16062956005119253,0.6075997707499129,0.05161052468979533,non-core
HILICPos_81,Dissolved,0.47562145355926655,0.4339973929081331,0.9451185375241375,2.3211216603808826,0.2064184708558984,0.5050495368062446,0.6116464582683339,0.22847018140267564,non-core
HILICPos_82,Dissolved,0.028032243894098217,0.8706732789722179,5.574477714832883,1.0130447465101637,0.02440692570822343,0.09780480699314488,0.8790183902722711,0.04577203871690566,non-core
HILICPos_84,Dissolved,0.036993995762941614,0.5864773376139034,3.495237103685268,0.9601927649208692,0.021696140142750023,0.11206770850324267,0.6758798307271958,0.0428498767819313,non-core
HILICPos_85,Dissolved,0.1440384824603203,0.4563465454632636,9.300805834144818,3.1919753528683903,0.06573146388453806,0.22982936537740878,0.6139432157079329,0.09314413716374004,non-core
HILICPos_86,Dissolved,0.43524602293985715,0.633285744921829,1.8676708689036465,0.7000823215393388,0.2756351018617309,0.4798285148729328,0.6982855638489525,0.2922842019741845,non-core
HILICPos_87,Dissolved,0.20544827624585035,0.3391439921006705,8.5413393768356,1.3435025764285637,0.06967654857621904,0.2879904093070971,0.602765879086233,0.0977744786903024,non-core
HILICPos_88,Dissolved,0.20207452967421835,0.22163714135063375,93.23031059171447,10.889036128293121,0.04478722109676757,0.28451735331070654,0.5285836729569832,0.06853957210772976,non-core
HILICPos_89,Dissolved,0.019587040981089203,0.1459857525395184,112.31522792671288,1.7928683939690155,0.002859428917646694,0.09599687235402066,0.4372653820141025,0.01050673881367855,non-core
HILICPos_89,Particulate,0.010765780264294696,0.0018339543086198632,13844.154312647916,5043.693143608067,1.9743949101357948e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
HILICPos_9,Dissolved,0.1075861720661723,0.3647242012310129,7.0895560969926414,1.487782456625588,0.039239280670337,0.19244287116061806,0.6075997707499129,0.06262430652437623,non-core
HILICPos_9,Particulate,0.11684244210152635,0.06933822325326403,2.088568503066966,1.3410647099128663,0.00810164733589221,0.20216607829555647,0.2845568642601485,0.02133433798451615,non-core
HILICPos_90,Dissolved,0.35223784039263395,0.8302571460175977,7.280715032408832,1.2597603556169998,0.29244798408379036,0.4244232042681642,0.8409014684024386,0.3049952573283094,non-core
HILICPos_90,Particulate,0.04384893246205124,0.014717321834360069,6.010671029296668,3.9651314847887287,6.453388511371267e-4,0.12266111063172924,0.1218780426686781,0.004264092535718467,non-core
HILICPos_91,Dissolved,0.2939901930001958,0.6093804418190945,5.504108668647723,0.41077775067186306,0.17915187370094016,0.37188002501020784,0.6901943355370389,0.20437542270576567,non-core
HILICPos_91,Particulate,0.31817829511957385,0.6768563635136148,0.9379169487711091,1.080657304338962,0.2153610037835965,0.39079925996311293,0.733359782284413,0.23695334959345335,non-core
HILICPos_92,Dissolved,0.3625440951106679,0.7969209194076917,8.295958258931204,1.3496425125849907,0.2889189736014231,0.4303093465332226,0.8149741441191929,0.30281391594709683,non-core
HILICPos_92,Particulate,0.4575743539096366,0.8768619922643235,1.8382338483266212,1.0217107103723397,0.40122955957826456,0.49583569066999866,0.8824471004953064,0.4070258132479345,non-core
HILICPos_93,Dissolved,0.38158262113471464,0.7986118184107915,9.157733173604736,1.3834471219251863,0.3047363909383506,0.4437819861182121,0.8153839567619067,0.31676545900170655,non-core
HILICPos_93,Particulate,0.0881801663609603,0.027710992449458398,0.6839310619319994,2.249090415821144,0.002443559924220556,0.1739985340496192,0.15956748203437313,0.009416645561630436,non-core
HILICPos_94,Dissolved,0.10398195331501868,0.6277090049045566,18.868653641628548,1.346455522633484,0.06527040844340244,0.1877424581891024,0.6972092989449556,0.09290742823475302,non-core
HILICPos_95,Dissolved,0.1370641315796331,0.28353712075734894,20.36728897742741,2.006205636714778,0.038862769227195594,0.22431887513677065,0.5761911907351914,0.06232424717700968,non-core
HILICPos_95,Particulate,0.025785115996904077,0.29809013101570153,0.029476774598134504,0.7611760954499782,0.0076862886057721975,0.09776877687103308,0.5839756626559923,0.020561725370556918,non-core
HILICPos_96,Particulate,0.016979904085463113,0.05390715087283423,0.15716434343656976,0.5414104405416149,9.153382513413143e-4,0.09597943230093102,0.24987393828922239,0.005050586618247587,non-core
HILICPos_97,Dissolved,0.3505523132715666,0.3929048502902428,2.239627521147225,1.9179084086583988,0.13773370416486316,0.4243849275942905,0.6116154319789001,0.1673994250619106,non-core
HILICPos_97,Particulate,0.19611325870912888,0.07415538160022928,1.0037172922448827,2.0243067999196644,0.014542853536439939,0.2785948977187849,0.2985108354862733,0.03191348414940987,non-core
HILICPos_98,Dissolved,0.14922515999873365,0.6322789366996691,5.279077309574461,1.0022199506747578,0.0943519254928373,0.2350497440926799,0.6982855638489525,0.12369903920403047,non-core
HILICPos_98,Particulate,0.01063234408248149,0.018412894805710518,0.19469378095682033,0.48159491906408025,1.957722331288504e-4,0.09445051726811608,0.126488581708794,0.002426040222302617,non-core
Homarine,Dissolved,0.015320320123804656,0.005489051225326414,49845.58043553603,823.0413973712178,8.409402194796287e-5,0.09445051726811608,0.1119903253001749,0.0017508200399612276,non-core
Homarine,Particulate,0.010952267487355349,0.001887888627293102,20173.99045864059,7630.750815657693,2.067666123245016e-5,0.09445051726811608,0.1119903253001749,0.0015117290447392753,non-core
Hydroxyproline,Dissolved,0.44122656192052034,0.38479409570092304,1.6931165583160541,1.131597935773908,0.16978137589343395,0.4831285962704717,0.6075997707499129,0.19652349737115432,non-core
Hydroxyproline,Particulate,0.05654500283379629,0.19554922462530722,2.4025801786439636,0.7669332164869572,0.011057331460584664,0.13347983940319944,0.5003526719157658,0.02637069238901701,non-core
Hypoxanthine,Dissolved,0.0519405398342877,0.05433241421894722,725.7156938138484,106.88933750312043,0.0028220549250322475,0.12934212860695174,0.24987393828922239,0.01049140419188459,non-core
Hypoxanthine,Particulate,0.6303045712612665,0.4508805080941405,0.8251127526769708,0.6098620949438445,0.28419204534433923,0.6403894444014467,0.6116464582683339,0.29984870226648147,non-core
Inosine,Particulate,0.027523396094661153,0.4261337536952289,0.03773105632502501,0.7902809572201014,0.01172864809225856,0.09776877687103308,0.6116464582683339,0.027251858802600774,non-core
L-Alanine,Particulate,0.013429763084648508,0.24499239135607986,0.38329100036342,0.9191479796682167,0.0032901897734536416,0.09445051726811608,0.5382041000558174,0.011406736754589072,non-core
L-Arginine,Particulate,0.07125976648932758,0.346937733374514,0.6259549190850201,0.941457914727167,0.02472270186660446,0.1521242193128486,0.602765879086233,0.0459896796298743,core
L-Arginosuccinic acid,Particulate,0.017375380507811657,0.1295926552782904,0.1893140216826092,0.7135350627175441,0.0022517216964779625,0.09597943230093102,0.42001311864553603,0.009064255491554601,non-core
L-Aspartic acid,Particulate,0.03811756896668725,0.12127018357231131,0.4612657310111551,0.7202745213912846,0.004622524585920399,0.11257979671556466,0.41089386719664317,0.014462552169810359,non-core
L-Cystathionine,Particulate,0.0026862050904694285,0.024975750340458323,0.026443813265669663,0.6598748536241107,6.708998770283271e-5,0.09445051726811608,0.15177571360740058,0.001696034889127611,non-core
L-Cysteic acid,Particulate,0.3623966083715676,0.013127092175415125,0.8178908901690676,0.32605852927268186,0.004757213682151385,0.4303093465332226,0.1218780426686781,0.014666141693266709,non-core
L-Cystine,Particulate,0.517547008414688,0.3017365780050004,1.120961712270952,0.39997044943232346,0.15616286327577314,0.5441098515617996,0.5839756626559923,0.18482196552488506,non-core
L-Glutamic acid,Dissolved,0.18053284978204723,0.20042801797400658,1.0715252452425834,1.824579330236655,0.036183841261014794,0.26353645887724136,0.5026607434903657,0.059397890070029484,core
L-Glutamic acid,Particulate,0.0496937467192073,0.006891076609959929,2.569905509147442,4.285493162998362,3.424434156780024e-4,0.1268550540866823,0.1119903253001749,0.0031827093927720225,core
L-Glutamine,Dissolved,0.04800179401283072,0.17201926516102495,0.29626861285793427,2.1130705300287547,0.008257233332498028,0.1268550540866823,0.474743124811213,0.02156434490139981,non-core
L-Glutamine,Particulate,0.10312267856077315,0.018289087820850064,0.5349692419074037,3.5149215021934355,0.0018860197245192721,0.1877424581891024,0.126488581708794,0.008108601808817551,non-core
L-Histidine,Particulate,0.011208333128633556,0.10264861849560694,0.3093211017886068,0.7715335237778355,0.0011505199112927785,0.09445051726811608,0.3728386602828942,0.00596007036013964,non-core
L-Homoserine,Particulate,0.03523174904678306,0.005412497315812567,3.8081291371189057,4.409451798742087,1.9069174714709527e-4,0.10994860339926991,0.1119903253001749,0.002426040222302617,core
L-Isoleucine,Particulate,0.22303798759885493,0.4375303343312692,1.1956280005091042,0.947252181357834,0.09758588528270047,0.30589443223601054,0.6116464582683339,0.1269018096680385,non-core
L-Lysine,Particulate,0.04903978632585028,0.22363281554621872,1.209679203553317,0.925000327261925,0.010966905489834854,0.1268550540866823,0.5293458145785994,0.026254107081725864,core
L-Methionine,Particulate,0.10350318896029265,0.16340819764697556,0.8522839311451694,0.8496943069070902,0.01691326955871576,0.1877424581891024,0.46104455764682395,0.03635777673846381,non-core
L-Ornithine,Particulate,0.0553341298759677,0.35358325805769747,0.5592183724026445,1.0434529999702575,0.019565221923332432,0.13309535026984654,0.6061971428019474,0.039786674812715805,non-core
L-Proline,Particulate,0.05941063337582844,0.16300446942197994,0.651686853860642,1.1678189537582333,0.009684198771450688,0.13768522698412794,0.46104455764682395,0.024481654494227338,core
L-Serine,Particulate,0.08042892356495233,0.28867815905852395,0.7521406586209652,0.835584915353233,0.023218073589789175,0.16265084861065202,0.5790065924491506,0.04419826056851433,core
L-Threonine,Particulate,0.023902882321196944,0.14564943408696718,0.5095239034279446,0.8299244733977058,0.0034814412831297072,0.09776877687103308,0.4372653820141025,0.01167203690214592,non-core
L-Tyrosine,Particulate,0.0735619099994857,0.12909627680855704,2.029036525197118,1.2594019940885621,0.009496568695859766,0.1546748769856736,0.42001311864553603,0.024103740625636035,core
Malic acid,Particulate,0.28457480959833936,0.3156262838292216,1.2767192378207075,1.1448889727092317,0.08981928962493216,0.3642563884252503,0.5983503280230728,0.1192811788996871,non-core
Melamine,Dissolved,0.4977795429578694,0.4780166354609957,2.4065159938206757,0.3268644599519093,0.2379469023260329,0.5250664614256596,0.6140376292913604,0.25488549537297084,non-core
N-Acetyl-D-glucosamine,Particulate,0.10395118241552406,0.38925041862897547,0.6425482846175897,1.0691675591388439,0.04046304127221974,0.1877424581891024,0.6075997707499129,0.06393160521010718,non-core
N-Acetyl-L-glutamic acid,Particulate,0.005477993012214775,0.47600027800140365,0.0944036846841117,0.9572705204160721,0.0026075261967039793,0.09445051726811608,0.6139432157079329,0.009952291448336491,non-core
N-Acetylmuramic acid,Particulate,0.006888673491445682,0.43190284428974574,0.2760036249614516,1.0323789781733606,0.0029752376743387636,0.09445051726811608,0.6116464582683339,0.010675847714389904,non-core
N6-Methyladenine,Particulate,0.35593752468396495,0.6189438663867068,0.859258531833345,0.9863657774063412,0.22030534772000718,0.42533629108231086,0.6960365187836276,0.24051787936047395,non-core
NAD,Particulate,0.567314957235278,0.6534319896507711,1.3180845897189237,0.9676783591314408,0.37070174126488986,0.588635617392813,0.713046912255462,0.37726811671402644,non-core
NADH,Particulate,0.6523635148754765,0.8167066457820582,1.9976709256557488,1.1398992813076614,0.5327896180645443,0.6596350827164451,0.8298369777078148,0.5327896180645443,non-core
NADP,Particulate,0.5613597161979521,0.5001088159857234,0.6890441568859899,1.2512772341850704,0.28074094300983954,0.5834098523497537,0.628367339369736,0.29670280264585047,non-core
NADPH,Particulate,0.02072509425966903,0.4702157722437247,0.05692652488229801,0.6760397243313152,0.009745266202134258,0.09599687235402066,0.6139432157079329,0.024537881433262354,non-core
Ophthalmic acid,Particulate,0.19096463000527725,0.09155370869992469,9.952896414561522,0.5501399414739883,0.01748352010749205,0.27373033872088276,0.3485659270985084,0.037117426277902196,non-core
Orotic acid,Particulate,0.028706308317892906,0.43288149102351153,0.015418969566024596,0.7948646724714349,0.012426429546430112,0.09861736876835651,0.6116464582683339,0.028558194448523023,non-core
Phosphoenolpyruvic acid,Particulate,0.30639787261079754,0.24290604923733045,0.8550824091573185,0.8009529961956363,0.07442589673061169,0.3818064200164198,0.5382041000558174,0.10247748743735641,non-core
Pipecolic acid,Particulate,0.21179479320929268,0.1523442928921998,1.1387344936993131,0.8708512586390965,0.03226572800971937,0.29413573198523996,0.44241041454855695,0.05496479811898286,non-core
Propionylglycine,Particulate,0.14947615964553157,0.31334843390265915,1.426411236057775,1.0314455032059044,0.04683812053071117,0.2350497440926799,0.5964946091159053,0.07064843001291041,non-core
Succinic acid,Particulate,0.15108169515557035,0.20812623269798086,0.8899927605119168,1.2282307821278193,0.03144406404235364,0.2356166116278073,0.509828601027612,0.05385541592077914,non-core
Thiamine diphosphate,Particulate,0.12586997913146108,0.43898642049267794,1.716623470586631,0.9754241016915515,0.05525521158640817,0.2137097239264112,0.6116464582683339,0.08102388334712289,non-core
Thymidine,Particulate,0.2895359505058519,0.38013050108457536,0.9310933878646962,0.8493968544033915,0.1100614459477883,0.3677106571424319,0.6075997707499129,0.13995741215090987,non-core
Thymine,Particulate,0.35874055552004724,0.4906921675276873,0.9803189409734497,0.8978717275254559,0.17603118076821864,0.42739259428748594,0.6239787723893326,0.20154294609694598,non-core
UDP-N-acetylglucosamine,Particulate,0.6446254477313496,0.20552944509006832,0.9222053322668211,1.0979894844339255,0.1324895105631611,0.6538932257338769,0.5074008175661061,0.1622739741781353,non-core
UDP-glucose,Particulate,0.4591366931339341,0.2157636596477029,0.7531698885945443,0.6842393045410069,0.09906501318912196,0.496213782936137,0.5184890984690047,0.12856075633578043,non-core
Uracil,Particulate,0.4959284170382675,0.4719488524874824,1.7320475895234497,0.7255221221199535,0.234052847337144,0.5242263614430108,0.6139432157079329,0.2519955698757666,non-core
Uridine,Particulate,0.1351169562834653,0.24397015902827135,0.538762556622276,0.6706645397288004,0.032964505311893016,0.22304946658644362,0.5382041000558174,0.05570472555378713,non-core
cis-Aconitic acid,Particulate,0.29693620024724693,0.28525963410318533,1.099452194475152,0.8034793522531067,0.08470391183451983,0.3741160459464321,0.57783361779876,0.11341710228689944,non-core
